Firms,NWP (£m) ,NWP (£m) .1,NWP (£m) .2,NWP (£m) .3,NWP (£m) .4,SCR (£m),SCR (£m).1,SCR (£m).2,SCR (£m).3,SCR (£m).4,EoF for SCR (£m),EoF for SCR (£m).1,EoF for SCR (£m).2,EoF for SCR (£m).3,EoF for SCR (£m).4,SCR coverage ratio,SCR coverage ratio.1,SCR coverage ratio.2,SCR coverage ratio.3,SCR coverage ratio.4,GWP (£m),GWP (£m).1,GWP (£m).2,GWP (£m).3,GWP (£m).4,Total assets (£m),Total assets (£m).1,Total assets (£m).2,Total assets (£m).3,Total assets (£m).4,Total liabilities (£m),Total liabilities (£m).1,Total liabilities (£m).2,Total liabilities (£m).3,Total liabilities (£m).4,Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity].1,Excess of assets over liabilities (£m) [= equity].2,Excess of assets over liabilities (£m) [= equity].3,Excess of assets over liabilities (£m) [= equity].4,Gross claims incurred (£m),Gross claims incurred (£m).1,Gross claims incurred (£m).2,Gross claims incurred (£m).3,Gross claims incurred (£m).4,"Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m).1","Gross BEL (inc. TPs as whole, pre-TMTP) (£m).2","Gross BEL (inc. TPs as whole, pre-TMTP) (£m).3","Gross BEL (inc. TPs as whole, pre-TMTP) (£m).4","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m).1","Net BEL (inc. TPs as a whole, pre-TMTP) (£m).2","Net BEL (inc. TPs as a whole, pre-TMTP) (£m).3","Net BEL (inc. TPs as a whole, pre-TMTP) (£m).4",Pure net claims ratio,Pure net claims ratio.1,Pure net claims ratio.2,Pure net claims ratio.3,Pure net claims ratio.4,Net expense ratio,Net expense ratio.1,Net expense ratio.2,Net expense ratio.3,Net expense ratio.4,Net combined ratio,Net combined ratio.1,Net combined ratio.2,Net combined ratio.3,Net combined ratio.4,Pure gross claims ratio,Pure gross claims ratio.1,Pure gross claims ratio.2,Pure gross claims ratio.3,Pure gross claims ratio.4,Gross expense ratio,Gross expense ratio.1,Gross expense ratio.2,Gross expense ratio.3,Gross expense ratio.4,Gross combined ratio,Gross combined ratio.1,Gross combined ratio.2,Gross combined ratio.3,Gross combined ratio.4
Firm 42,0,4.844294021339932,25.741005836353207,45.98162836050399,32.63289678435826,41.444783506906155,76.4315303213912,64.41619126157448,27.00525884138241,36.00320599617816,129.01097394666098,88.3332544141102,52.88254417906655,46.423727509141784,77.22628395377563,2.9248623055171517,0.13339614459180432,1.7935140381740184,2.3215280803097067,1.92230252114282,0,372.318179075095,87.55851429875861,415.2054244676039,421.3415322705052,232.50809408394213,1139.156287887446,667.9057561004188,1201.8032805479213,624.1004663294814,532.378805427656,225.13906419000503,746.9385633943908,955.9417299719835,40.89106806452923,32.7309612057501,127.2923387822206,66.8311115400639,85.36546249030904,84.48992916472871,0,85.96860233444237,175.5525079036728,79.91932118598001,246.16583957864378,0,7.268084838551755,14.75188794123448,-1.849282892269048,-17.250891553167843,0,25.16201629647654,18.296832111908067,-7.6087225567758185,-65.65831375630533,0,0.3575580383681049,0.14570126516805526,0.5974236631830147,0.4136640544408281,0,0.8304179739181099,0.21750538107397116,0.28580936151076214,0.6930269036898289,0,1.4045405503396091,1.061098337413145,0.14326411371231626,1.2474962822075861,0,0.11663727721957533,0.12621837605670144,0.4130036382121947,0.7225353374395241,0,0.7356953391429575,0.40696898675988097,0.7119000228363412,0.8412896928039109,0,0.7597434776379879,0.4995927257918195,0.2687707198129207,1.6642569415949666
Firm 43,0,0,0,0,0,3.6201909841570528,2.554780297890449,2.123101400778093,2.765866114438836,1.5253845416948266,2.5997448292734147,3.419204289010441,2.8295636162321496,2.8157410739809157,2.152491186470486,2.8362161351329584,3.350860910550126,3.542829163484041,3.405360074241467,1.9483082021853073,0,0,0,0,0,64.16716193398419,62.57591896832624,73.37545521488808,36.28970497936617,37.68833125632883,51.10891768870378,61.856777480152445,52.42460104655238,71.65266909960295,62.374946352961274,4.418782094350258,4.886002212431542,1.0609553585146287,6.471003984438636,6.095644425308666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 44,27.308944495581702,0.22994639268802014,9.131889712848505,24.112221687302547,0,4.205173587935255,2.319659129016647,3.203243635730726,2.886528850000031,0,8.691901645840987,7.869230241362248,8.214344837971682,0.7045575030142414,0,3.9445190098329754,2.9853305263225116,3.3650566806406266,1.247474526546319,0,5.173198329779604,1.1359842889487952,6.500751645384326,0.8688463900316896,0,40.27134004439335,85.59979410763309,125.01130587427012,27.914536718737978,0,160.11932482175916,198.40103760068902,211.95038068111685,244.23221178819182,0,5.2697170121165176,11.11229210745969,7.339227836172482,11.541632895201927,0,0.43647656080286573,0.09635201136879215,0.1483789608858884,0.23468415609787732,0.3589212282388729,-0.9807608728987549,-0.6621589325667605,-0.09083802055233138,-0.6188101107952557,-0.029493458118619174,-0.5435085516742072,-0.8345376297396171,-0.674523104908446,-0.14326789304913193,-0.04697183020193477,1.3127301975264227,1.0850045327077533,0.3278474932736508,0.37945540457433913,0.13489197589107232,0.7888990693198249,0.5731843686958262,0.18722819783914812,0.7163170409803237,0.09392244537955824,2.138577467231226,1.4222421434452004,0.2641225752964321,0.1556388215868812,1.4299831847445983,0.0343562560769317,0.47700365184031474,0.35465943280850104,0.175993290240067,0.28986030594161494,0.392896226391481,0.7700783468624899,0.22749707198840133,0.17571740697122828,0.09603057989746858,2.0205140717907093,2.724424577877283,1.162217241749883,0.12763397237663163,1.4651043447252607
Firm 45,7.262022255549913,53.661088054433876,73.45227174741585,79.71867008797244,58.911767812431975,46.15755128433774,23.75224729100834,129.37943408813803,77.35864919993374,179.07624923049823,148.7766784810219,85.46265551345736,76.05334311543034,72.52804069494184,215.30140294773585,0.5751439653103378,1.049817742400287,1.8236568183895445,0.2639140719339446,0.5504242431323202,6.665661868191227,117.81111979570011,131.35804443845703,819.651912718221,740.5663630408662,107.24581679491881,208.81091728260327,568.2014879286843,267.7483546349297,60.39684635984808,3.9057181219129937,35.76635598548937,381.4324807589665,687.5008300797047,559.391474124179,118.6355712649509,136.67397749124527,125.81237255337419,161.04899983498365,96.65982954165187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 46,1.1405586065721867,1.0323470238055745,4.890262777035606,6.4345829990296854,3.6256270861306192,11.141265371872805,1.460374549397222,10.191678127311889,5.212056538896638,4.126801010722163,56.26460916997269,45.0973308963235,109.47771554102474,1.290026759828201,29.9622281763607,14.95176583605599,10.353082962108845,5.727322912925575,2.4473751083831505,6.254549594256381,45.79260384861113,219.72717972662286,73.56903765263091,189.59348275670737,214.1319493159104,64.9774634449483,133.00235539039068,211.4255162838045,143.5689478554758,171.88615700915676,55.53697573804997,65.78504768513974,98.17812639691225,122.44877704331246,145.8944037614632,1.2816136397844011,81.50734670202661,35.798839621675675,15.608207461943076,16.683396549787915,-0.6800468731733894,-2.068243889000734,-6.002648425918023,0.8563031589044612,0.03810086188158075,9.99657981588158,3.6850634555086503,0.923288587548455,1.3487202934835305,2.1830639399089984,2.497669370583491,2.738300374879885,0.8333881722351817,2.7838761111869292,2.3930167266531686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 47,0,327.8320765577887,118.62132582040404,378.2454469351732,1289.3137848111805,10.793445583650081,16.674994804955354,2.9743398643102252,0.2964290219099468,2.6737045041951872,128.28059901753127,13.224384895017673,52.320459690100094,38.29165899341771,27.897160996584216,4.089764942010515,0.14968175053516825,0.5454892697825414,5.10788281461537,7.538695486536298,0,172.0218875796612,478.2855274944499,251.6245220918376,572.2460561764522,131.4912354153737,2676.0254351428757,3201.8456644583225,2324.9376745022605,3549.838361409663,3188.683288143163,1976.7340909078794,1582.3039145776847,3572.5338226992026,3108.3048460484197,132.91258072213535,70.86650153720555,131.14442735281358,26.54487670235942,17.720901483664612,47.631198332254485,-12.201303381127738,-22.589951937242162,0,0,365.0415769087737,242.05817439450664,212.13558062769536,0,0,47.93178166028104,108.96954295049441,36.28792628139482,0,0,3.283589025523745,-0.44310508237530033,11.510895706301246,0,0,0.12934902827305605,0.10643785926590262,-0.07126716623356324,0,0,3.811384805945705,-0.038424196316841526,7.144685326980582,0,0,3.246913172267136,-0.64301161814083,-30.177364304870906,0,0,0.939478047069544,0.18246424538912775,4.391155687141257,0,0,2.795713513467577,-0.09757468667082102,-17.55095741157826,0,0
Firm 48,3.5980482240340645,81.40116939011324,218.37645077633678,204.7015139765419,68.17854333545951,111.59434674448285,93.41620038441276,115.70930113637824,32.304527935931574,69.85984721165535,89.92290899485849,127.65736366542087,170.59847394574018,140.9195168640077,162.9782063190254,1.610623420404341,1.239201029152929,2.0766615549762775,2.924426523137724,2.6560268207729134,37.301118780406256,1.20925313024638,268.24812448907096,232.23501727541813,113.3834820143319,276.5719737700227,157.38790020050808,241.06886690013403,476.7583460277971,422.15087635642305,0.9469439456656717,194.76721661461067,231.8352675633468,30.75274868768795,47.328584252840294,2.006177512924636,39.7070709888232,22.40642818966452,183.95110081737712,138.20521635676351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 49,0.7302511486088225,3.624008933515387,4.053652871232579,4.942245410226674,4.234015215519812,1.5156342481798517,3.8450769101056066,3.030973212333613,2.54420728187731,6.067793859752223,0.13536823516712257,8.1738008852592,12.069890161551458,7.299807253312803,4.915335446787802,2.208212768597545,0.3625192842340338,2.6482357718420833,2.0992443924985476,3.0957824491153154,8.706364877850062,2.0496083766016078,3.7636884380190447,7.523229250091311,5.186922992607871,14.377652922351205,61.81889266180186,29.001334813538996,28.174896323384484,17.491526741292798,0.12029395996809325,37.61727618943074,35.122176039041186,45.41182887952988,21.204983312510905,4.779209265779046,1.1808119272493187,1.6034290400619549,5.94131087235,1.5720506192498733,-11.810687288387015,-18.740862663724236,1586.3817987893187,596.4430739946625,-2.120253404149437,801.908639377345,313.47266761222295,2312.4481468525023,2789.559351759141,2077.1038882283733,40.813307350632726,48.63386567861942,768.0071529995903,1129.71896970605,271.05888770290494,-10.36083992072825,-6.168574685110297,0.7638672933185991,2.4425181139161958,-1.1819277923314144,8.652603762569377,3.199008235904874,0.0011039854504633342,0.05832711236454355,1.285019355679142,0.00960257436946203,-5.568479321786909,1.4284555373675782,0.9059882954973227,0.004842738799777634,-4.430001199880542,-4.057142370688797,1.2858650561089269,0.5222949174874503,-0.09969414176948688,4.405223835344675,0.6571544819291568,0.013500159282391174,-0.014095069618166266,0.46643266989758153,-0.04042027679395021,-1.3243852531699165,1.44847814227611,2.084806336810895,0.32520426648950235
Firm 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008390514071757412,0.181250075394245,13.673679040956475,0.07649996269759472,-0.7545021289929345,-8.957687165276095,-0.9209422213564223,-156.50305116160675,-63.15903486444298,-146.20807749149117,-5.611380496561298,-31.934117826845576,-53.716586431951605,-41.166656678687524,-76.18970348831812,-7.240301338570577e-05,-0.0006462850601794566,-0.10312329505674371,-4.130721358105953e-07,-0.003588298023755507,-79.60387191063724,-1.1759760945037678,-0.18779077298282182,1.4341193394331686,0.20798923342294448,-34.569161980351595,-1.1376559021066994,-0.15645225724706324,1.2625815822992152,0.4419639321160977,0.00015928215456881368,0.0005610578808748689,0.03202042834259852,0.00054579357391924,-0.004421203091539224,0.536564450333742,0.0703356204491358,0.5305129368727881,0.12424864482073264,0.5883865969682969,0.40916447534333344,0.0801551154595226,0.8419104671478723,0.1453163205306196,0.04940769886988743
Firm 51,0,427.48882550378266,3812.0314431591923,5655.158597712683,3789.8827108453943,9.381618187316773,12.507524505289458,8.730373391178672,3.9536657730259663,4.4768328770204,0.7738568320541407,21.156379917155395,2.119465356069594,6.827484536510269,1.555642621217925,0.3391388710865411,0.06221003017130921,1.15235728016172,0.882184853833049,2.4322845877456967,0,675.1412136410212,4289.494824471314,6855.903432804299,2524.6160780767045,8036.167880879756,6989.52307070343,16291.86984671837,19467.556457659517,32271.717901244814,8126.484312919246,12674.306788279568,13836.714418528602,13789.810770754371,20522.31796944707,17.596740535236357,18.467730280156733,2.5176934608482826,8.798236800124455,2.3024657366439345,12.259449023688497,-10.194532043900708,0,0,0,610.0695246760822,169.11765661018342,0,0,0,1.357912861212306,261.3640467964402,0,0,0,20.59570552611158,1.0460800053003014,0,0,0,-7.126420067637022,-4.179441041937517,0,0,0,13.257027964505095,-1.371817908457908,0,0,0,-43.2529687608846,-277.1098790068791,0,0,0,-30.692808044652367,65.78758664094013,0,0,0,-0.5363575700321828,-50.9915230836142,0,0,0
Firm 52,0,16.69885580813945,5.860633419715946,1.0523225488829644,0.7719175290612278,6.021218421039726,6.440014116827387,0.5526880133944685,3.71882969878561,4.497713320818515,14.369368595826735,2.9485820144962807,18.149481160288612,6.884171793995064,20.131555949955416,2.983462854476892,3.4256319032320857,5.7085245935060644,3.551378379996167,2.6439028749117712,0,15.760565028075202,39.635634846819556,11.335933196531819,2.9196674020201843,55.52874567290111,9.343124432058948,16.9628414273914,0.5713273276058628,23.477269341572118,14.136120886906944,5.991318580283765,41.03481266740615,14.958708057283284,13.669222815210059,11.056279293079353,0.39792529934751153,10.660280253818115,14.956125469579378,14.249742156123457,739.407306171898,2373.620757100314,1464.804196155263,2771.217903943465,1783.5411126504005,3080.6027589756636,1704.615512634266,4958.680341704381,7394.536801387713,7724.639060913993,1979.7432497165814,6165.416602363783,4998.977580453359,2147.5116068325583,5539.66859837531,0.4051847164463851,1.111680790044244,1.0132150763429444,0.9411253887290564,0.5850929428242158,0.0163594247947851,0.34829178933993826,0.4950443219928916,0.28068355324217625,0.19474867803076645,0.4919918921112185,1.3174596463690054,1.1501767672907366,0.5323961665681763,2.51412975859551,0.7512960529407358,1.2500374329105794,0.49740480069437576,0.43396359791144634,1.317521668633847,0.23934988505716207,0.46364418304206667,0.16181671227019964,0.17114584193637913,0.1511323473540812,0.34275448382372126,1.466276746000071,1.9491272682221263,0.14214525420974308,1.1581957470025324
Firm 53,10.989733475659992,437.27818767254365,129.12709315573738,8.291445513895889,-2.1128918642860355,258.8156740131349,381.41287011679816,411.218780274073,21.84974524898982,32.21711177529238,868.3853414908086,697.3233043569709,454.8949048909956,457.5886817090385,288.5590881505276,2.7862508631138456,0.49611806929653185,0.24990360250700436,31.260450417671386,21.777136675723714,181.0438803452494,1774.372541590705,26.0918011634423,114.2275728213401,219.3230398223688,2397.620573482082,6659.098657704738,13930.257954764626,7565.440384983595,11715.204671495054,6290.764793286341,19469.470037691914,19571.5511311853,18049.300910260583,6809.672248137305,27.96715969015483,227.70148604231932,867.0046731802885,207.0734174629286,199.2663536294843,1.1258558685626952,2.339556321180235,5.5254451771805275,7.404675433646676,6.116390710075655,3.6145778680965748,2.0215156152690437,1.061119521085376,3.18770362073605,2.2067200241300844,0.6834573922097947,2.9439603233260874,2.7524813023047314,4.144075800620846,11.91211717267587,0.8711647997423612,1.1545676733920873,0.4450023401345205,0.7663331249161051,0.8068933790966547,0.02886226544448188,0.05517285379760672,0.08697714454866885,0.49294641402702044,0.483825367152099,1.8752296426542627,0.5745304764945992,1.0867047139147334,1.5426941647730015,1.4073733365989223,0.4235283046442198,0.7275050870520607,0.5152820421274237,1.0916762653186525,0.5479189030710884,0.021766225225081256,0.013931900294212608,0.06782307961641972,0.39406360429415227,0.2485755945554336,0.4880188482657164,1.067547395410875,0.16417377198967179,0.31164366358774825,0.7847390486072905
Firm 54,126.28616001649043,348.99318440408337,390.9020363930857,128.93253509157344,0,271.4179721350132,3.3001664648815385,429.4448743023334,140.30876818786533,0,94.83908099328623,377.0078227272091,478.8686706797522,135.750435503876,0,0.5292996174641472,1.0867966021029232,2.243307863750607,0.6753764839552318,0,241.79705548829378,112.36559158650805,440.9960956974432,206.251904259071,0,964.8345570429165,1527.9784790456406,1462.4049096171693,615.8393493055071,0,278.0543574616416,684.058421209115,27.226026673887315,775.6700745005805,0,253.74686619010524,718.1262533975192,485.3230015144795,371.6408128604832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 55,1.7003590727691769,-125.21426286140017,-5.162943621582423,37.0003943033266,-31.32979405934222,33.70402139584127,141.68105874419717,121.72691883778855,193.7369139609177,375.5770705060167,137.96609058989756,482.50408841822417,1308.7580646535039,1225.2046805958116,764.5089374778313,3.248976539744309,8.857496212066033,2.4957059041670036,1.6434856510164209,0.9026531640809692,-19.777480182179026,-0.31044955256338824,0.4116405380852014,55.875681357067656,-8.426424558773638,136.31590207332084,1072.8776415999223,1355.498726239785,1375.6099064629634,782.6953245209891,0.8679586481656615,30.903463215629067,85.01844398603917,84.17319951717654,200.87456448399328,220.88435436438888,1174.0093286889166,784.9140891313847,1031.9043414557627,1016.8583799738567,1.5315719788147593,2.2205085066209524,-1.1772231869245464,1.0940027423022975,0,68.16674242256575,61.11902117807217,10.586720864993124,25.43348772109645,0,27.776627151200596,36.82119177848165,14.610773933502049,16.90412132563935,0,0,0,0,-4.736619839791686,0,0,0,0,-95.61049936941468,0,0,0,0,-224.12794576807218,0,0,0,0,-41.02894212657765,0,0,0,0,-30.502076511742388,0,0,0,0,-104.07424821368774,0
Firm 56,-0.051840362644759885,0,0,0,0,1.4053261619312858,0.4545883362140189,0.19288096796329487,1.03871267850057,0.39001580313284734,11.288462359795346,12.921663990441553,7.495119499688124,9.125447328215056,1.0300155999442284,12.704580479993655,9.684392947301463,25.761386396846934,28.305923736989953,7.870966528900046,-0.05028224467016075,0,0,0,0,19.367595048272342,5.471836475423554,12.133187791439907,17.031094538214845,4.625602584113949,13.071185861079437,0.42711799059662386,6.813690016748844,2.455027923135869,3.8352620744159887,3.2321109599958477,4.075678039296035,0.5903491776879568,10.88640860735977,6.730731652279859,158.02613115528067,186.60048877014157,301.9991355078642,217.93255239238616,217.5861793315895,2061.9340525071507,107.57687367749475,1799.6897441762296,1088.1492865468458,528.825728382343,1086.166981971877,23.508114583183954,855.9938525345754,591.6047077200665,26.698368288280356,0.35590569177965975,0.4031967536693776,0.005897454734945939,0.8496779600006915,0.705773655372968,0.5031903875851886,0.5921012329601179,0.08599085565199649,0.05735863113510867,0.16244480967309277,0.8871116922358329,1.069090626368194,1.2895337686711295,0.27130324847055937,0.6302261675441384,0.09646479083090712,0.3994400698745286,1.2355727474613223,1.6003385708072335,0.016280582994481544,0.09594938344476507,0.30199189501019114,0.5672967191320064,0.3746089802046306,0.23631683345544666,0.7268751113355962,0.4859151076207038,0.9947840927760109,2.284584886346109,1.010372791215338
Firm 57,17.351037136365836,16.580216054370382,32.54376773717505,49.666249759805176,12.703481093841972,5.415694581121463,16.53030805498537,3.2733574012939024,14.086907293977024,6.159465264673625,27.242485784240074,32.90871550153866,8.063357057925925,14.48434447807008,14.863812755803666,0.027296601583466824,3.4699665652178178,0.20805004613787284,2.2155805750206374,1.4031380183526325,1.3530840806948987,21.678643956390996,14.919829257676103,48.8552736515072,0.2561459501662327,139.73347145584862,98.16189161591569,101.07343789500293,1.7075201436448146,120.92254875690683,67.39475165372569,95.13207807268023,22.856004151243212,122.23229197430166,167.51808796116984,34.656040991794036,23.08674334528845,22.470744090514298,18.491203053770946,32.877491405364644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 58,0,0,0,1.3139278748805506e-06,0,0.7304551222315288,0.7370983491662083,0.15856866062834565,39.58006396324813,92.3742722926863,3.9726240911849766,7.055007314356365,2.1813900237070087,6.530519227686583,235.75166746378054,0.15881968381841136,12.866935927460196,2.431781693997368,3.009484342997752,1.0301517156413418,0,0,0,6.135927338569354e-06,0,4.668881506782348,1.0615192567816853,0.0834036281879907,1700.084161587371,662.0363494072374,0.18714907225595803,0.0023753523269463483,0.02577021205371997,1159.5481069085338,742.7247705452704,1.8833529452836806,2.8665765908030236,2.832410534870812,143.52785917108,251.95421372015545,0,18.324425272177322,7.656798281016348,29.2762131247734,34.23807427541124,0,27.4707580007769,84.95711253737139,19.45345170959228,39.69078450628891,0,0.9678357102269397,1.315396220186787,0.4198757014007154,-0.029842226553415507,0,0.13219590781194795,0.20000371641713946,0.011016672203152023,0.23131975335927613,0,0.0381456320915392,0.28820327150876013,0.653991405408151,1.3870949531874974,0,0.695560637568371,0.8955211132570322,0.5427661015220819,0.9731192687215882,0,0.030841494265716144,0.4953957190282451,1.411005919901023,0.46944702897068386,0,0.508431500602685,0.16407460835966703,0.2496737686041334,0.851683103741916,0,0.7658161670472643,0.776771669455126,0.8366442204343969,0.13712812931090157
Firm 59,2.779746785256247,5.317402199932976,1.878191456560656,1.9381203166515435,3.1158419364429846,7.569003606504082,27.139027799443127,20.660937533464736,64.63279606506315,53.42903764758435,20.61827860122367,133.18142278319627,7.5589427086542615,58.56084316908873,66.47604018028235,5.108076893396665,2.5844610288676604,3.1566335331402797,3.0612320966362954,2.302629683982893,54.715620845426756,37.28915514347873,86.80306525048928,146.38935561998747,191.6445762565177,211.891798422955,398.9294068527345,40.28878453187806,320.3217770698601,160.2986463180609,59.68601147971221,237.90408838991036,188.72638547564145,208.85941224615513,421.40788675292583,162.30007177939297,85.62294784783788,18.284405856183337,14.762570457779,103.29389808597499,67.77631053680591,40.867944986840214,82.3114755452441,84.22652121530403,69.63939735340281,130.9490077375882,27.752397223073164,104.43519656692807,177.18736196261935,78.90925962530022,8.934542316307661,142.37427792966636,39.508767689170384,118.69995834523466,54.54190480995599,0.1070458359015454,0.47426471659031444,0.5808409553393427,0.009890305297949832,0.05740561172224623,0.476110068856786,0.20181257484419904,0.053969486513304535,0.6554793010942406,0.26029674973277955,1.0731312291310209,0.4271068248671745,0.3681739218254003,1.3949835597760738,0.2727252539506749,0.20258120292750234,0.6561544853410722,0.5709076824516607,0.4163518752927588,0.559579762185361,0.13483993135099573,0.07623435141755111,0.4001127039469063,0.6127125217507154,0.4894724319683646,0.2540585626853332,0.746835641692789,0.1373607460509054,1.6837236742011135,0.9822458973652899
Firm 60,1.6607517766515039,-5.884267781880825,0,0,0,27.12856380562806,21.68466463187849,0,0,0,47.35681963159487,214.96391517217174,0,0,0,0.8702752478904761,3.631615036064049,0,0,0,172.51080044224338,4.801367681531258,0,0,0,997.7695031721652,652.082207611102,0,0,0,821.6436888771627,284.0267521138587,0,0,0,69.33765874035873,106.30348834213414,0,0,0,69.62652364856845,30.843287667919807,296.48223213784877,104.56326209528096,33.10007421897716,210.46668373479613,192.54945451667848,59.28317923998407,495.8880776389297,74.96940664671135,12.966294547137903,194.0685784425034,89.90229236574075,191.44236307919974,495.8918425761374,0.5033210297950802,1.0679106762118658,0.0575040918586093,1.1400404251799265,1.0402556660956832,0.4908460828894606,0.20400130705361066,0.7384648717777298,0.003559886875858664,0.10596498981653023,0.9080686853199849,1.1744890497861677,1.8199101825474278,0.6550400969502483,0.059629349669801136,0.15270782528029964,0.6832794931047638,0.07133420479827583,1.0741681168519515,0.12215697414043232,0.5640880383010372,0.539532491623729,0.14252823956879276,0.33301533908670033,0.24020442851591745,0.16469730154961532,1.215122302521401,0.35702643178087545,0.23055530179439976,0.6288452749188179
Firm 61,0.8382216520752775,-0.6630911877844936,-4.750916861962752,-0.2710762633738404,0.6539090626804386,205.87803860352415,193.25507782822882,50.459949603280315,54.358764875229745,104.94036193203198,277.3694791745663,161.8701398506627,23.93904863561557,129.03858637225542,137.06820193166544,0.9507628548740474,0.22204965628951417,4.062861834732276,4.897327293245968,0.6739870125798814,2.708865516102823,-2.212680485950967,-6.203715875451101,0.2378146373849988,1.4968465496671193,607.2081458606339,613.1381602281242,100.08482316893833,26.075300811087974,421.21716535175455,305.1804539437472,416.64217388353563,39.49282187316703,218.54840477789372,39.41334443340202,161.9674798647919,290.5003151988291,311.4110244382496,278.14529288136526,61.70955315964156,114.87493058750938,21.9085079246322,1.204856225214535,0,0,326.0287046443962,52.699671759306725,222.09455478686962,0,0,201.1069618426217,36.71900499810259,66.25635373703419,0,0,0.9003458689689646,0.8867552562784234,3.013950237320152,0,0,0.009615347533512841,0.3953950637010847,0.28353696734358974,0,0,1.3549592728514774,0.2523535250293564,2.7091999698165945,0,0,1.2174487238462808,0.9644988199577851,3.009524293601892,0,0,0.3202308420128399,0.3366505516385018,0.2753115027785089,0,0,1.936715926901685,0.7030102860844534,3.1199791035059703,0,0
Firm 62,0,-49.29268866968695,-38.525665477293636,-52.983595097724596,-49.83675875785557,0,51.641640913634575,32.21615571033269,101.31302636421299,124.31611869286827,0,4.494257189437822,305.3227375667193,169.17757260204942,236.22947146102905,0,4.345368401672989,4.05151036350182,4.683515996956607,1.0351193730755979,0,34.34920539867761,18.839726875848783,5.144278201342058,36.07197230310222,0,167.86968610597577,86.60197657903332,571.9503335702118,328.7177872787424,0,98.84142605850877,44.738862159186276,49.52422452329262,119.95240206160199,0,138.7591038830966,161.02255657188704,412.3897132471777,51.12973064865637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 63,0,133.39572471721402,12.245565144671225,49.020479461441056,127.07730944211346,17.53884680275596,89.1985791753917,109.62760445945432,229.9846617116592,23.19361631586008,145.21084833314336,86.2682712433734,27.684812249362267,39.9689479073232,296.2369284400736,2.1807368249817705,1.624799784888193,0.8189193641962118,1.3293801385179191,0.8704388415246035,0,162.89675976893042,46.19991153626931,53.96899063424177,173.57486302772384,267.9527709938229,193.53750131376344,275.4966774897806,79.84592854161993,144.3319701908042,8.565529812175855,20.54154393811003,116.33362827590375,108.76545133158395,70.4874570357012,134.36234214405476,35.2223501485077,23.283868722283994,20.027440459095356,267.1353592537682,0,3.3072360236336857,152.6997115442501,27.92737429871311,31.339189140982658,0,221.0936113627278,307.15753224040037,49.817211815802395,351.5744569137217,0,122.41621544753865,35.997061121962886,283.3297542620028,89.8697364360482,0,0.008191102850571057,0.6754839940774929,0.9498157771090278,0.8975722500845307,0,0.01811291252875473,0.28784234776698225,0.044671149105985235,0.49814059944369365,0,1.6491036921915854,0.5452286419771637,0.6997884413966606,0.9464014863564906,0,0.7573514648189997,1.147368851495725,1.0495123082222,0.18402988579929175,0,0.04350965123284931,0.3267688856386419,0.01153509917500279,0.15983032029603506,0,1.4590655171254743,0.03474106185959636,0.7679642837676081,1.8419269912298182
